state	county	record	count
Alabama	Autauga County	2
Alabama	Baldwin County	0
Alabama	Barbour County	0
Alabama	Bibb County	6
Alabama	Blount County	4
Alabama	Bullock County	2
Alabama	Butler County	0
Alabama	Calhoun County	2
Alabama	Chambers County	0
Alabama	Cherokee County	2
Alabama	Chilton County	2
Alabama	Choctaw County	2
Alabama	Clarke County	2
Alabama	Clay County	0
Alabama	Cleburne County	0
Alabama	Coffee County	0
Alabama	Colbert County	0
Alabama	Conecuh County	0
Alabama	Coosa County	0
Alabama	Covington County	0
Alabama	Crenshaw County	0
Alabama	Cullman County	16
Alabama	Dale County	2
Alabama	Dallas County	2
Alabama	DeKalb County	2
Alabama	Elmore County	0
Alabama	Escambia County	0
Alabama	Etowah County	2
Alabama	Fayette County	0
Alabama	Franklin County	0
Alabama	Geneva County	0
Alabama	Greene County	0
Alabama	Hale County	0
Alabama	Henry County	0
Alabama	Houston County	0
Alabama	Jackson County	0
Alabama	Jefferson County	4
Alabama	Lamar County	0
Alabama	Lauderdale County	0
Alabama	Lawrence County	0
Alabama	Lee County	8
Alabama	Limestone County	0
Alabama	Lowndes County	0
Alabama	Macon County	0
Alabama	Madison County	0
Alabama	Marengo County	0
Alabama	Marion County	0
Alabama	Marshall County	0
Alabama	Mobile County	0
Alabama	Monroe County	0
Alabama	Montgomery County	0
Alabama	Morgan County	0
Alabama	Perry County	0
Alabama	Pickens County	0
Alabama	Pike County	4
Alabama	Randolph County	0
Alabama	Russell County	2
Alabama	Shelby County	0
Alabama	St. Clair County	0
Alabama	Sumter County	0
Alabama	Talladega County	0
Alabama	Tallapoosa County	0
Alabama	Tuscaloosa County	6
Alabama	Walker County	0
Alabama	Washington County	0
Alabama	Wilcox County	0
Alabama	Winston County	0
Arizona	Apache County	0
Arizona	Cochise County	2
Arizona	Coconino County	0
Arizona	Gila County	0
Arizona	Graham County	0
Arizona	Greenlee County	0
Arizona	La Paz County	0
Arizona	Maricopa County	0
Arizona	Mohave County	0
Arizona	Navajo County	0
Arizona	Pima County	2
Arizona	Pinal County	0
Arizona	Santa Cruz County	0
Arizona	Yavapai County	0
Arizona	Yuma County	0
Arkansas	Arkansas County	0
Arkansas	Ashley County	2
Arkansas	Baxter County	0
Arkansas	Benton County	12
Arkansas	Boone County	0
Arkansas	Bradley County	0
Arkansas	Calhoun County	0
Arkansas	Carroll County	16
Arkansas	Chicot County	0
Arkansas	Clark County	0
Arkansas	Clay County	0
Arkansas	Cleburne County	0
Arkansas	Cleveland County	0
Arkansas	Columbia County	0
Arkansas	Conway County	0
Arkansas	Craighead County	0
Arkansas	Crawford County	0
Arkansas	Crittenden County	0
Arkansas	Cross County	4
Arkansas	Dallas County	0
Arkansas	Desha County	0
Arkansas	Drew County	0
Arkansas	Faulkner County	0
Arkansas	Franklin County	0
Arkansas	Fulton County	0
Arkansas	Garland County	0
Arkansas	Grant County	0
Arkansas	Greene County	0
Arkansas	Hempstead County	8
Arkansas	Hot Spring County	0
Arkansas	Howard County	0
Arkansas	Independence County	0
Arkansas	Izard County	8
Arkansas	Jackson County	0
Arkansas	Jefferson County	0
Arkansas	Johnson County	0
Arkansas	Lafayette County	0
Arkansas	Lawrence County	0
Arkansas	Lee County	0
Arkansas	Lincoln County	0
Arkansas	Little River County	0
Arkansas	Logan County	4
Arkansas	Lonoke County	0
Arkansas	Madison County	0
Arkansas	Marion County	0
Arkansas	Miller County	0
Arkansas	Mississippi County	0
Arkansas	Monroe County	0
Arkansas	Montgomery County	0
Arkansas	Nevada County	0
Arkansas	Newton County	2
Arkansas	Ouachita County	0
Arkansas	Perry County	0
Arkansas	Phillips County	6
Arkansas	Pike County	0
Arkansas	Poinsett County	0
Arkansas	Polk County	0
Arkansas	Pope County	4
Arkansas	Prairie County	2
Arkansas	Pulaski County	0
Arkansas	Randolph County	0
Arkansas	Saline County	0
Arkansas	Scott County	0
Arkansas	Searcy County	0
Arkansas	Sebastian County	0
Arkansas	Sevier County	0
Arkansas	Sharp County	4
Arkansas	St. Francis County	0
Arkansas	Stone County	2
Arkansas	Union County	0
Arkansas	Van Buren County	2
Arkansas	Washington County	4
Arkansas	White County	0
Arkansas	Woodruff County	0
Arkansas	Yell County	0
California	Alameda County	0
California	Alpine County	0
California	Amador County	0
California	Butte County	2
California	Calaveras County	0
California	Colusa County	0
California	Contra Costa County	0
California	Del Norte County	0
California	El Dorado County	0
California	Fresno County	0
California	Glenn County	0
California	Humboldt County	0
California	Imperial County	0
California	Inyo County	0
California	Kern County	0
California	Kings County	0
California	Lake County	0
California	Lassen County	0
California	Los Angeles County	0
California	Madera County	0
California	Marin County	0
California	Mariposa County	0
California	Mendocino County	0
California	Merced County	0
California	Modoc County	0
California	Mono County	0
California	Monterey County	0
California	Napa County	0
California	Nevada County	0
California	Orange County	0
California	Placer County	0
California	Plumas County	0
California	Riverside County	0
California	Sacramento County	0
California	San Benito County	0
California	San Bernardino County	0
California	San Diego County	0
California	San Francisco County	0
California	San Joaquin County	0
California	San Luis Obispo County	0
California	San Mateo County	0
California	Santa Barbara County	0
California	Santa Clara County	0
California	Santa Cruz County	0
California	Shasta County	0
California	Sierra County	0
California	Siskiyou County	0
California	Solano County	0
California	Sonoma County	0
California	Stanislaus County	0
California	Sutter County	0
California	Tehama County	0
California	Trinity County	0
California	Tulare County	0
California	Tuolumne County	0
California	Ventura County	0
California	Yolo County	0
California	Yuba County	0
Colorado	Adams County	0
Colorado	Alamosa County	0
Colorado	Arapahoe County	0
Colorado	Archuleta County	0
Colorado	Baca County	0
Colorado	Bent County	0
Colorado	Boulder County	0
Colorado	Broomfield County	0
Colorado	Chaffee County	0
Colorado	Cheyenne County	0
Colorado	Clear Creek County	0
Colorado	Conejos County	0
Colorado	Costilla County	0
Colorado	Crowley County	0
Colorado	Custer County	0
Colorado	Delta County	0
Colorado	Denver County	0
Colorado	Dolores County	0
Colorado	Douglas County	0
Colorado	Eagle County	0
Colorado	El Paso County	0
Colorado	Elbert County	0
Colorado	Fremont County	0
Colorado	Garfield County	0
Colorado	Gilpin County	0
Colorado	Grand County	0
Colorado	Gunnison County	0
Colorado	Hinsdale County	0
Colorado	Huerfano County	0
Colorado	Jackson County	0
Colorado	Jefferson County	0
Colorado	Kiowa County	0
Colorado	Kit Carson County	0
Colorado	La Plata County	0
Colorado	Lake County	0
Colorado	Larimer County	0
Colorado	Las Animas County	0
Colorado	Lincoln County	0
Colorado	Logan County	0
Colorado	Mesa County	0
Colorado	Mineral County	0
Colorado	Moffat County	0
Colorado	Montezuma County	0
Colorado	Montrose County	0
Colorado	Morgan County	0
Colorado	Otero County	0
Colorado	Ouray County	0
Colorado	Park County	0
Colorado	Phillips County	0
Colorado	Pitkin County	0
Colorado	Prowers County	0
Colorado	Pueblo County	0
Colorado	Rio Blanco County	0
Colorado	Rio Grande County	0
Colorado	Routt County	0
Colorado	Saguache County	0
Colorado	San Juan County	0
Colorado	San Miguel County	0
Colorado	Sedgwick County	0
Colorado	Summit County	0
Colorado	Teller County	0
Colorado	Washington County	0
Colorado	Weld County	0
Colorado	Yuma County	0
Connecticut	Capitol Planning Region	0
Connecticut	Greater Bridgeport Planning Region	0
Connecticut	Lower Connecticut River Valley Planning Region	0
Connecticut	Naugatuck Valley Planning Region	0
Connecticut	Northeastern Connecticut Planning Region	0
Connecticut	Northwest Hills Planning Region	0
Connecticut	South Central Connecticut Planning Region	0
Connecticut	Southeastern Connecticut Planning Region	0
Connecticut	Western Connecticut Planning Region	0
Delaware	Kent County	0
Delaware	New Castle County	0
Delaware	Sussex County	0
District of Columbia	District of Columbia	0
Florida	Alachua County	0
Florida	Baker County	0
Florida	Bay County	0
Florida	Bradford County	0
Florida	Brevard County	0
Florida	Broward County	0
Florida	Calhoun County	0
Florida	Charlotte County	0
Florida	Citrus County	0
Florida	Clay County	0
Florida	Collier County	0
Florida	Columbia County	0
Florida	DeSoto County	0
Florida	Dixie County	0
Florida	Duval County	0
Florida	Escambia County	0
Florida	Flagler County	0
Florida	Franklin County	0
Florida	Gadsden County	26
Florida	Gilchrist County	0
Florida	Glades County	0
Florida	Gulf County	0
Florida	Hamilton County	0
Florida	Hardee County	0
Florida	Hendry County	0
Florida	Hernando County	2
Florida	Highlands County	0
Florida	Hillsborough County	0
Florida	Holmes County	0
Florida	Indian River County	0
Florida	Jackson County	4
Florida	Jefferson County	0
Florida	Lafayette County	0
Florida	Lake County	0
Florida	Lee County	0
Florida	Leon County	2
Florida	Levy County	0
Florida	Liberty County	2
Florida	Madison County	0
Florida	Manatee County	0
Florida	Marion County	0
Florida	Martin County	0
Florida	Miami-Dade County	0
Florida	Monroe County	0
Florida	Nassau County	0
Florida	Okaloosa County	0
Florida	Okeechobee County	0
Florida	Orange County	0
Florida	Osceola County	0
Florida	Palm Beach County	0
Florida	Pasco County	0
Florida	Pinellas County	0
Florida	Polk County	0
Florida	Putnam County	0
Florida	Santa Rosa County	0
Florida	Sarasota County	0
Florida	Seminole County	0
Florida	St. Johns County	0
Florida	St. Lucie County	0
Florida	Sumter County	0
Florida	Suwannee County	0
Florida	Taylor County	0
Florida	Union County	0
Florida	Volusia County	0
Florida	Wakulla County	2
Florida	Walton County	0
Florida	Washington County	0
Georgia	Appling County	0
Georgia	Atkinson County	0
Georgia	Bacon County	0
Georgia	Baker County	0
Georgia	Baldwin County	4
Georgia	Banks County	0
Georgia	Barrow County	0
Georgia	Bartow County	4
Georgia	Ben Hill County	0
Georgia	Berrien County	0
Georgia	Bibb County	2
Georgia	Bleckley County	0
Georgia	Brantley County	0
Georgia	Brooks County	0
Georgia	Bryan County	2
Georgia	Bulloch County	12
Georgia	Burke County	0
Georgia	Butts County	0
Georgia	Calhoun County	4
Georgia	Camden County	0
Georgia	Candler County	0
Georgia	Carroll County	0
Georgia	Catoosa County	12
Georgia	Charlton County	0
Georgia	Chatham County	0
Georgia	Chattahoochee County	0
Georgia	Chattooga County	0
Georgia	Cherokee County	0
Georgia	Clarke County	2
Georgia	Clay County	0
Georgia	Clayton County	0
Georgia	Clinch County	0
Georgia	Cobb County	0
Georgia	Coffee County	0
Georgia	Colquitt County	0
Georgia	Columbia County	0
Georgia	Cook County	0
Georgia	Coweta County	0
Georgia	Crawford County	0
Georgia	Crisp County	0
Georgia	Dade County	6
