state	county	lat	lon
Illinois	Pike County	39.6251	-90.8890
Illinois	Pope County	37.4172	-88.5424
Illinois	Pulaski County	37.2156	-89.1278
Illinois	Putnam County	41.1990	-89.2983
Illinois	Randolph County	38.0565	-89.8212
Illinois	Richland County	38.7122	-88.0855
Illinois	Rock Island County	41.4684	-90.5721
Illinois	Saline County	37.7515	-88.5450
Illinois	Sangamon County	39.7569	-89.6624
Illinois	Schuyler County	40.1569	-90.6135
Illinois	Scott County	39.6370	-90.4778
Illinois	Shelby County	39.3849	-88.7989
Illinois	St. Clair County	38.4702	-89.9285
Illinois	Stark County	41.0969	-89.7974
Illinois	Stephenson County	42.3497	-89.6660
Illinois	Tazewell County	40.5081	-89.5163
Illinois	Union County	37.4857	-89.2446
Illinois	Vermilion County	40.1868	-87.7268
Illinois	Wabash County	38.4458	-87.8392
Illinois	Warren County	40.8504	-90.6202
Illinois	Washington County	38.3531	-89.4172
Illinois	Wayne County	38.4319	-88.4324
Illinois	White County	38.0873	-88.1786
Illinois	Whiteside County	41.7507	-89.9110
Illinois	Will County	41.4485	-87.9785
Illinois	Williamson County	37.7304	-88.9300
Illinois	Winnebago County	42.3374	-89.1612
Illinois	Woodford County	40.7898	-89.2106
Indiana	Adams County	40.7457	-84.9361
Indiana	Allen County	41.0919	-85.0718
Indiana	Bartholomew County	39.2058	-85.8980
Indiana	Benton County	40.6009	-87.3148
Indiana	Blackford County	40.4727	-85.3237
Indiana	Boone County	40.0509	-86.4690
Indiana	Brown County	39.1951	-86.2301
Indiana	Carroll County	40.5850	-86.5651
Indiana	Cass County	40.7538	-86.3552
Indiana	Clark County	38.4762	-85.7111
Indiana	Clay County	39.3939	-87.1159
Indiana	Clinton County	40.3059	-86.4776
Indiana	Crawford County	38.2894	-86.4409
Indiana	Daviess County	38.6961	-87.0769
Indiana	DeKalb County	41.3968	-85.0027
Indiana	Dearborn County	39.1409	-84.9759
Indiana	Decatur County	39.3060	-85.4998
Indiana	Delaware County	40.2275	-85.3993
Indiana	Dubois County	38.3733	-86.8734
Indiana	Elkhart County	41.6007	-85.8640
Indiana	Fayette County	39.6397	-85.1850
Indiana	Floyd County	38.3181	-85.9118
Indiana	Fountain County	40.1212	-87.2349
Indiana	Franklin County	39.4098	-85.0670
Indiana	Fulton County	41.0504	-86.2650
Indiana	Gibson County	38.3174	-87.5805
Indiana	Grant County	40.5158	-85.6549
Indiana	Greene County	39.0471	-87.0048
Indiana	Hamilton County	40.0535	-86.0217
Indiana	Hancock County	39.8225	-85.7732
Indiana	Harrison County	38.1865	-86.1038
Indiana	Hendricks County	39.7690	-86.5099
Indiana	Henry County	39.9296	-85.3974
Indiana	Howard County	40.4835	-86.1141
Indiana	Huntington County	40.8264	-85.4786
Indiana	Jackson County	38.9120	-86.0425
Indiana	Jasper County	41.0177	-87.1188
Indiana	Jay County	40.4350	-85.0023
Indiana	Jefferson County	38.7836	-85.4401
Indiana	Jennings County	38.9962	-85.6281
Indiana	Johnson County	39.4961	-86.0943
Indiana	Knox County	38.6884	-87.4204
Indiana	Kosciusko County	41.2443	-85.8616
Indiana	LaGrange County	41.6425	-85.4278
Indiana	LaPorte County	41.5490	-86.7447
Indiana	Lake County	41.4722	-87.3743
Indiana	Lawrence County	38.8398	-86.4878
Indiana	Madison County	40.1662	-85.7225
Indiana	Marion County	39.7830	-86.1358
Indiana	Marshall County	41.3250	-86.2690
Indiana	Martin County	38.7053	-86.8018
Indiana	Miami County	40.7729	-86.0443
Indiana	Monroe County	39.1607	-86.5233
Indiana	Montgomery County	40.0403	-86.8927
Indiana	Morgan County	39.4826	-86.4475
Indiana	Newton County	40.9624	-87.4022
Indiana	Noble County	41.4047	-85.4173
Indiana	Ohio County	38.9405	-84.9643
Indiana	Orange County	38.5474	-86.4893
Indiana	Owen County	39.3173	-86.8388
Indiana	Parke County	39.7742	-87.1970
Indiana	Perry County	38.0814	-86.6265
Indiana	Pike County	38.3980	-87.2325
Indiana	Porter County	41.5099	-87.0713
Indiana	Posey County	38.0276	-87.8687
Indiana	Pulaski County	41.0453	-86.6925
Indiana	Putnam County	39.6655	-86.8534
Indiana	Randolph County	40.1641	-85.0058
Indiana	Ripley County	39.1002	-85.2605
Indiana	Rush County	39.6224	-85.4665
Indiana	Scott County	38.6794	-85.7519
Indiana	Shelby County	39.5241	-85.7922
Indiana	Spencer County	38.0097	-87.0104
Indiana	St. Joseph County	41.6177	-86.2880
Indiana	Starke County	41.2845	-86.6446
Indiana	Steuben County	41.6435	-85.0024
Indiana	Sullivan County	39.0892	-87.4158
Indiana	Switzerland County	38.8259	-85.0297
Indiana	Tippecanoe County	40.3891	-86.8936
Indiana	Tipton County	40.3102	-86.0562
Indiana	Union County	39.6231	-84.9251
Indiana	Vanderburgh County	38.0201	-87.5862
Indiana	Vermillion County	39.8540	-87.4621
Indiana	Vigo County	39.4309	-87.3910
Indiana	Wabash County	40.8437	-85.7952
Indiana	Warren County	40.3525	-87.3752
Indiana	Warrick County	38.0977	-87.2720
Indiana	Washington County	38.6006	-86.1048
Indiana	Wayne County	39.8631	-85.0067
Indiana	Wells County	40.7355	-85.2133
Indiana	White County	40.7509	-86.8643
Indiana	Whitley County	41.1364	-85.5019
Iowa	Adair County	41.3285	-94.4782
Iowa	Adams County	41.0217	-94.6969
Iowa	Allamakee County	43.2750	-91.3828
Iowa	Appanoose County	40.7442	-92.8731
Iowa	Audubon County	41.6792	-94.9043
Iowa	Benton County	42.0925	-92.0576
Iowa	Black Hawk County	42.4711	-92.3076
Iowa	Boone County	42.0386	-93.9386
Iowa	Bremer County	42.7809	-92.3274
Iowa	Buchanan County	42.4703	-91.8387
Iowa	Buena Vista County	42.7415	-95.1414
Iowa	Butler County	42.7348	-92.7802
Iowa	Calhoun County	42.3862	-94.6437
Iowa	Carroll County	42.0395	-94.8676
Iowa	Cass County	41.3338	-94.9333
Iowa	Cedar County	41.7724	-91.1326
Iowa	Cerro Gordo County	43.0750	-93.2510
Iowa	Cherokee County	42.7427	-95.6333
Iowa	Chickasaw County	43.0597	-92.3172
Iowa	Clarke County	41.0297	-93.7853
Iowa	Clay County	43.0812	-95.1499
Iowa	Clayton County	42.8410	-91.3236
Iowa	Clinton County	41.8981	-90.5342
Iowa	Crawford County	42.0431	-95.3891
Iowa	Dallas County	41.6853	-94.0407
Iowa	Davis County	40.7481	-92.4103
Iowa	Decatur County	40.7364	-93.7846
Iowa	Delaware County	42.4729	-91.3668
Iowa	Des Moines County	40.9153	-91.1869
Iowa	Dickinson County	43.3896	-95.1961
Iowa	Dubuque County	42.4635	-90.8788
Iowa	Emmet County	43.3780	-94.6694
Iowa	Fayette County	42.8641	-91.8404
Iowa	Floyd County	43.0527	-92.7874
Iowa	Franklin County	42.7365	-93.2714
Iowa	Fremont County	40.7426	-95.5992
Iowa	Greene County	42.0425	-94.3887
Iowa	Grundy County	42.4033	-92.7902
Iowa	Guthrie County	41.6836	-94.5013
Iowa	Hamilton County	42.3908	-93.7091
Iowa	Hancock County	43.0754	-93.7437
Iowa	Hardin County	42.3902	-93.2417
Iowa	Harrison County	41.6886	-95.8271
Iowa	Henry County	40.9848	-91.5473
Iowa	Howard County	43.3653	-92.3219
Iowa	Humboldt County	42.7822	-94.2028
Iowa	Ida County	42.3919	-95.5074
Iowa	Iowa County	41.6839	-92.0591
Iowa	Jackson County	42.1642	-90.5746
Iowa	Jasper County	41.6856	-93.0541
Iowa	Jefferson County	41.0064	-91.9666
Iowa	Johnson County	41.6707	-91.5905
Iowa	Jones County	42.1251	-91.1169
Iowa	Keokuk County	41.3312	-92.1677
Iowa	Kossuth County	43.2124	-94.2140
Iowa	Lee County	40.6476	-91.4772
Iowa	Linn County	42.0780	-91.5977
Iowa	Louisa County	41.2182	-91.2570
Iowa	Lucas County	41.0333	-93.3315
Iowa	Lyon County	43.3836	-96.2072
Iowa	Madison County	41.3306	-94.0152
Iowa	Mahaska County	41.3308	-92.6364
Iowa	Marion County	41.3314	-93.0939
Iowa	Marshall County	42.0417	-92.9814
Iowa	Mills County	41.0337	-95.6191
Iowa	Mitchell County	43.3486	-92.7845
Iowa	Monona County	42.0494	-95.9566
Iowa	Monroe County	41.0288	-92.8696
Iowa	Montgomery County	41.0217	-95.1578
Iowa	Muscatine County	41.4838	-91.1187
Iowa	O'Brien County	43.0837	-95.6256
Iowa	Osceola County	43.3785	-95.6338
Iowa	Page County	40.7391	-95.1443
Iowa	Palo Alto County	43.0753	-94.6691
Iowa	Plymouth County	42.7376	-96.2159
Iowa	Pocahontas County	42.7340	-94.6783
Iowa	Polk County	41.6848	-93.5690
Iowa	Pottawattamie County	41.3402	-95.5449
Iowa	Poweshiek County	41.6846	-92.5229
Iowa	Ringgold County	40.7353	-94.2443
Iowa	Sac County	42.3875	-95.1052
Iowa	Scott County	41.6421	-90.6223
Iowa	Shelby County	41.6790	-95.3089
Iowa	Sioux County	43.0826	-96.1780
Iowa	Story County	42.0375	-93.4661
Iowa	Tama County	42.0748	-92.5294
Iowa	Taylor County	40.7379	-94.6971
Iowa	Union County	41.0286	-94.2451
Iowa	Van Buren County	40.7541	-91.9529
Iowa	Wapello County	41.0313	-92.4095
Iowa	Warren County	41.3324	-93.5688
Iowa	Washington County	41.3294	-91.7251
Iowa	Wayne County	40.7400	-93.3326
Iowa	Webster County	42.4336	-94.1758
Iowa	Winnebago County	43.3781	-93.7435
Iowa	Winneshiek County	43.2930	-91.8508
Iowa	Woodbury County	42.3932	-96.0533
Iowa	Worth County	43.3735	-93.2485
Iowa	Wright County	42.7330	-93.7347
Kansas	Allen County	37.8842	-95.3009
Kansas	Anderson County	38.2151	-95.2920
Kansas	Atchison County	39.5325	-95.3134
Kansas	Barber County	37.2229	-98.6851
Kansas	Barton County	38.4812	-98.7678
Kansas	Bourbon County	37.8561	-94.8509
Kansas	Brown County	39.8259	-95.5699
Kansas	Butler County	37.7736	-96.8388
Kansas	Chase County	38.2995	-96.5940
Kansas	Chautauqua County	37.1543	-96.2454
Kansas	Cherokee County	37.1694	-94.8457
Kansas	Cheyenne County	39.7899	-101.7273
Kansas	Clark County	37.2338	-99.8139
Kansas	Clay County	39.3450	-97.1689
Kansas	Cloud County	39.4873	-97.6414
Kansas	Coffey County	38.2365	-95.7291
Kansas	Comanche County	37.1814	-99.2513
Kansas	Cowley County	37.2345	-96.8372
Kansas	Crawford County	37.5058	-94.8539
Kansas	Decatur County	39.7835	-100.4597
Kansas	Dickinson County	38.8677	-97.1579
Kansas	Doniphan County	39.7885	-95.1472
Kansas	Douglas County	38.8964	-95.2909
Kansas	Edwards County	37.8836	-99.3047
Kansas	Elk County	37.4560	-96.2446
Kansas	Ellis County	38.9146	-99.3173
Kansas	Ellsworth County	38.7008	-98.2054
Kansas	Finney County	38.0498	-100.7400
Kansas	Ford County	37.6884	-99.8847
Kansas	Franklin County	38.5580	-95.2790
Kansas	Geary County	39.0021	-96.7681
Kansas	Gove County	38.9172	-100.4874
Kansas	Graham County	39.3550	-99.8799
Kansas	Grant County	37.5475	-101.2994
Kansas	Gray County	37.7445	-100.4517
Kansas	Greeley County	38.4804	-101.8060
Kansas	Greenwood County	37.8793	-96.2417
Kansas	Hamilton County	37.9952	-101.7937
Kansas	Harper County	37.1882	-98.0666
Kansas	Harvey County	38.0501	-97.4367
Kansas	Haskell County	37.5550	-100.8800
Kansas	Hodgeman County	38.0875	-99.8984
Kansas	Jackson County	39.4111	-95.7945
Kansas	Jefferson County	39.2396	-95.3753
Kansas	Jewell County	39.7770	-98.2226
Kansas	Johnson County	38.8839	-94.8223
Kansas	Kearny County	37.9945	-101.3081
Kansas	Kingman County	37.5530	-98.1445
Kansas	Kiowa County	37.5612	-99.2865
Kansas	Labette County	37.1915	-95.2975
Kansas	Lane County	38.4813	-100.4662
Kansas	Leavenworth County	39.1895	-95.0390
Kansas	Lincoln County	39.0473	-98.2143
Kansas	Linn County	38.2165	-94.8449
Kansas	Logan County	38.9133	-101.1574
Kansas	Lyon County	38.4554	-96.1616
Kansas	Marion County	38.3596	-97.1028
Kansas	Marshall County	39.7827	-96.5212
Kansas	McPherson County	38.3958	-97.6475
Kansas	Meade County	37.2439	-100.3601
Kansas	Miami County	38.5668	-94.8330
Kansas	Mitchell County	39.3930	-98.2074
Kansas	Montgomery County	37.1895	-95.7424
Kansas	Morris County	38.6882	-96.6514
Kansas	Morton County	37.1852	-101.8095
Kansas	Nemaha County	39.7910	-96.0054
Kansas	Neosho County	37.5643	-95.3157
Kansas	Ness County	38.4804	-99.9087
Kansas	Norton County	39.7839	-99.8992
Kansas	Osage County	38.6502	-95.7083
Kansas	Osborne County	39.3483	-98.7679
Kansas	Ottawa County	39.1380	-97.6548
Kansas	Pawnee County	38.1815	-99.2348
Kansas	Phillips County	39.7845	-99.3421
Kansas	Pottawatomie County	39.3822	-96.3371
Kansas	Pratt County	37.6476	-98.7401
Kansas	Rawlins County	39.7862	-101.0767
Kansas	Reno County	37.9482	-98.0783
Kansas	Republic County	39.8289	-97.6509
Kansas	Rice County	38.3472	-98.2014
Kansas	Riley County	39.2912	-96.7275
Kansas	Rooks County	39.3460	-99.3245
Kansas	Rush County	38.5236	-99.3092
Kansas	Russell County	38.9160	-98.7709
Kansas	Saline County	38.7918	-97.6515
Kansas	Scott County	38.4819	-100.9064
Kansas	Sedgwick County	37.6810	-97.4611
Kansas	Seward County	37.1810	-100.8553
Kansas	Shawnee County	39.0418	-95.7557
Kansas	Sheridan County	39.3505	-100.4412
Kansas	Sherman County	39.3514	-101.7199
Kansas	Smith County	39.7847	-98.7854
Kansas	Stafford County	38.0356	-98.7199
Kansas	Stanton County	37.5659	-101.7894
Kansas	Stevens County	37.2017	-101.3173
Kansas	Sumner County	37.2367	-97.4934
Kansas	Thomas County	39.3577	-101.0834
Kansas	Trego County	38.9213	-99.8654
Kansas	Wabaunsee County	38.9552	-96.2013
Kansas	Wallace County	38.9266	-101.7711
Kansas	Washington County	39.7767	-97.0956
Kansas	Wichita County	38.4819	-101.3474
Kansas	Wilson County	37.5585	-95.7452
Kansas	Woodson County	37.8882	-95.7585
Kansas	Wyandotte County	39.1154	-94.7631
Kentucky	Adair County	37.1056	-85.2814
Kentucky	Allen County	36.7508	-86.1925
Kentucky	Anderson County	38.0054	-84.9864
Kentucky	Ballard County	37.0513	-89.0104
Kentucky	Barren County	36.9628	-85.9321
Kentucky	Bath County	38.1522	-83.7376
Kentucky	Bell County	36.7289	-83.6807
Kentucky	Boone County	38.9589	-84.7364
Kentucky	Bourbon County	38.2026	-84.2099
Kentucky	Boyd County	38.3600	-82.6814
Kentucky	Boyle County	37.6181	-84.8684
Kentucky	Bracken County	38.6804	-84.1152
Kentucky	Breathitt County	37.5178	-83.3172
Kentucky	Breckinridge County	37.7780	-86.4329
Kentucky	Bullitt County	37.9699	-85.7026
Kentucky	Butler County	37.2070	-86.6825
Kentucky	Caldwell County	37.1486	-87.8705
Kentucky	Calloway County	36.6210	-88.2741
Kentucky	Campbell County	38.9470	-84.3796
Kentucky	Carlisle County	36.8572	-88.9766
Kentucky	Carroll County	38.6684	-85.1240
Kentucky	Carter County	38.3141	-83.0390
Kentucky	Casey County	37.3220	-84.9282
Kentucky	Christian County	36.8921	-87.4930
Kentucky	Clark County	37.9703	-84.1451
Kentucky	Clay County	37.1643	-83.7155
Kentucky	Clinton County	36.7273	-85.1361
Kentucky	Crittenden County	37.3581	-88.1050
Kentucky	Cumberland County	36.7824	-85.3885
Kentucky	Daviess County	37.7317	-87.0871
Kentucky	Edmonson County	37.2275	-86.2180
Kentucky	Elliott County	38.1169	-83.0961
Kentucky	Estill County	37.6924	-83.9640
Kentucky	Fayette County	38.0407	-84.4583
Kentucky	Fleming County	38.3678	-83.6992
Kentucky	Floyd County	37.5525	-82.7397
Kentucky	Franklin County	38.2349	-84.8688
Kentucky	Fulton County	36.5525	-89.1877
Kentucky	Gallatin County	38.7557	-84.8651
Kentucky	Garrard County	37.6302	-84.5459
Kentucky	Grant County	38.6492	-84.6259
Kentucky	Graves County	36.7233	-88.6499
Kentucky	Grayson County	37.4586	-86.3440
Kentucky	Green County	37.2781	-85.5379
Kentucky	Greenup County	38.5636	-82.9338
Kentucky	Hancock County	37.8433	-86.7928
Kentucky	Hardin County	37.6958	-85.9632
Kentucky	Harlan County	36.8592	-83.2215
Kentucky	Harrison County	38.4446	-84.3341
Kentucky	Hart County	37.3058	-85.8784
Kentucky	Henderson County	37.7925	-87.5726
Kentucky	Henry County	38.4514	-85.1196
Kentucky	Hickman County	36.6759	-88.9721
Kentucky	Hopkins County	37.3111	-87.5422
Kentucky	Jackson County	37.4035	-84.0206
Kentucky	Jefferson County	38.1895	-85.6576
Kentucky	Jessamine County	37.8733	-84.5840
Kentucky	Johnson County	37.8478	-82.8301
Kentucky	Kenton County	38.9305	-84.5334
Kentucky	Knott County	37.3544	-82.9525
Kentucky	Knox County	36.8885	-83.8556
Kentucky	Larue County	37.5445	-85.6968
Kentucky	Laurel County	37.1133	-84.1194
Kentucky	Lawrence County	38.0745	-82.7383
Kentucky	Lee County	37.6081	-83.7192
Kentucky	Leslie County	37.0878	-83.3886
Kentucky	Letcher County	37.1185	-82.8613
Kentucky	Lewis County	38.5350	-83.3701
Kentucky	Lincoln County	37.4572	-84.6583
Kentucky	Livingston County	37.2095	-88.3634
Kentucky	Logan County	36.8596	-86.8813
Kentucky	Lyon County	37.0240	-88.0834
Kentucky	Madison County	37.7255	-84.2784
Kentucky	Magoffin County	37.6990	-83.0697
Kentucky	Marion County	37.5526	-85.2690
Kentucky	Marshall County	36.8820	-88.3328
Kentucky	Martin County	37.7968	-82.5066
Kentucky	Mason County	38.5941	-83.8281
Kentucky	McCracken County	37.0541	-88.7125
Kentucky	McCreary County	36.7311	-84.4911
Kentucky	McLean County	37.5267	-87.2656
Kentucky	Meade County	37.9675	-86.2009
Kentucky	Menifee County	37.9355	-83.5894
Kentucky	Mercer County	37.8121	-84.8797
Kentucky	Metcalfe County	36.9924	-85.6335
Kentucky	Monroe County	36.7141	-85.7135
Kentucky	Montgomery County	38.0381	-83.9124
Kentucky	Morgan County	37.9229	-83.2589
Kentucky	Muhlenberg County	37.2138	-87.1341
Kentucky	Nelson County	37.8031	-85.4659
Kentucky	Nicholas County	38.3380	-84.0262
Kentucky	Ohio County	37.4779	-86.8449
Kentucky	Oldham County	38.4001	-85.4561
Kentucky	Owen County	38.4994	-84.8416
Kentucky	Owsley County	37.4236	-83.6916
Kentucky	Pendleton County	38.6963	-84.3519
Kentucky	Perry County	37.2413	-83.2178
Kentucky	Pike County	37.4860	-82.4109
Kentucky	Powell County	37.8096	-83.8312
Kentucky	Pulaski County	37.1075	-84.5770
Kentucky	Robertson County	38.5135	-84.0642
Kentucky	Rockcastle County	37.3611	-84.3144
Kentucky	Rowan County	38.2043	-83.4281
Kentucky	Russell County	36.9906	-85.0550
Kentucky	Scott County	38.2857	-84.5783
Kentucky	Shelby County	38.2390	-85.2282
Kentucky	Simpson County	36.7409	-86.5818
Kentucky	Spencer County	38.0253	-85.3173
Kentucky	Taylor County	37.3662	-85.3281
Kentucky	Todd County	36.8403	-87.1836
Kentucky	Trigg County	36.8077	-87.8587
Kentucky	Trimble County	38.6200	-85.3512
Kentucky	Union County	37.6580	-87.9516
Kentucky	Warren County	36.9956	-86.4236
Kentucky	Washington County	37.7542	-85.1754
Kentucky	Wayne County	36.8008	-84.8266
Kentucky	Webster County	37.5204	-87.6852
Kentucky	Whitley County	36.7580	-84.1446
Kentucky	Wolfe County	37.7439	-83.4951
Kentucky	Woodford County	38.0431	-84.7489
Louisiana	Acadia Parish	30.2915	-92.4110
Louisiana	Allen Parish	30.6527	-92.8196
Louisiana	Ascension Parish	30.2064	-90.9125
Louisiana	Assumption Parish	29.9033	-91.0652
Louisiana	Avoyelles Parish	31.0885	-91.9833
Louisiana	Beauregard Parish	30.6450	-93.3403
Louisiana	Bienville Parish	32.3410	-93.0412
Louisiana	Bossier Parish	32.6985	-93.6266
Louisiana	Caddo Parish	32.5801	-93.8850
Louisiana	Calcasieu Parish	30.2296	-93.3580
Louisiana	Caldwell Parish	32.1012	-92.1142
Louisiana	Cameron Parish	29.8718	-93.1649
Louisiana	Catahoula Parish	31.6665	-91.8467
Louisiana	Claiborne Parish	32.8272	-92.9897
Louisiana	Concordia Parish	31.4698	-91.6263
Louisiana	De Soto Parish	32.0592	-93.7408
Louisiana	East Baton Rouge Parish	30.5439	-91.0931
Louisiana	East Carroll Parish	32.7302	-91.2341
Louisiana	East Feliciana Parish	30.8398	-91.0434
Louisiana	Evangeline Parish	30.7207	-92.4041
Louisiana	Franklin Parish	32.1391	-91.6724
Louisiana	Grant Parish	31.5978	-92.5617
Louisiana	Iberia Parish	29.6060	-91.8427
Louisiana	Iberville Parish	30.2707	-91.3659
Louisiana	Jackson Parish	32.3043	-92.5617
Louisiana	Jefferson Davis Parish	30.2695	-92.8162
Louisiana	Jefferson Parish	29.5033	-90.0362
Louisiana	LaSalle Parish	31.6801	-92.1616
Louisiana	Lafayette Parish	30.2065	-92.0642
Louisiana	Lafourche Parish	29.4920	-90.3948
Louisiana	Lincoln Parish	32.6018	-92.6623
Louisiana	Livingston Parish	30.4404	-90.7275
Louisiana	Madison Parish	32.3469	-91.2319
Louisiana	Morehouse Parish	32.8200	-91.8004
Louisiana	Natchitoches Parish	31.7325	-93.0825
Louisiana	Orleans Parish	30.0534	-89.9345
Louisiana	Ouachita Parish	32.4809	-92.1516
Louisiana	Plaquemines Parish	29.2824	-89.5761
Louisiana	Pointe Coupee Parish	30.7083	-91.6046
Louisiana	Rapides Parish	31.1932	-92.5360
Louisiana	Red River Parish	32.1012	-93.3491
Louisiana	Richland Parish	32.4132	-91.7484
Louisiana	Sabine Parish	31.5604	-93.5596
Louisiana	St. Bernard Parish	29.9181	-89.2635
Louisiana	St. Charles Parish	29.9057	-90.3579
Louisiana	St. Helena Parish	30.8225	-90.7083
Louisiana	St. James Parish	30.0248	-90.7940
Louisiana	St. John the Baptist Parish	30.1441	-90.4910
Louisiana	St. Landry Parish	30.5834	-91.9893
Louisiana	St. Martin Parish	30.1214	-91.6115
Louisiana	St. Mary Parish	29.6293	-91.4638
Louisiana	St. Tammany Parish	30.4100	-89.9520
Louisiana	Tangipahoa Parish	30.6213	-90.4065
Louisiana	Tensas Parish	32.0015	-91.3426
Louisiana	Terrebonne Parish	29.3341	-90.8437
Louisiana	Union Parish	32.8293	-92.3757
Louisiana	Vermilion Parish	29.8066	-92.3214
Louisiana	Vernon Parish	31.1028	-93.1883
Louisiana	Washington Parish	30.8521	-90.0463
Louisiana	Webster Parish	32.7322	-93.3398
Louisiana	West Baton Rouge Parish	30.4641	-91.3098
Louisiana	West Carroll Parish	32.7925	-91.4520
Louisiana	West Feliciana Parish	30.8734	-91.4218
Louisiana	Winn Parish	31.9412	-92.6413
Maine	Androscoggin County	44.1677	-70.2074
Maine	Aroostook County	46.7092	-68.6124
Maine	Cumberland County	43.8083	-70.3304
Maine	Franklin County	44.9767	-70.4149
Maine	Hancock County	44.5649	-68.3707
Maine	Kennebec County	44.4170	-69.7658
Maine	Knox County	44.0420	-69.0385
Maine	Lincoln County	43.9948	-69.5136
Maine	Oxford County	44.4945	-70.7344
Maine	Penobscot County	45.4093	-68.6666
Maine	Piscataquis County	45.9156	-69.1022
Maine	Sagadahoc County	43.9168	-69.8442
Maine	Somerset County	45.5036	-69.9561
Maine	Waldo County	44.5058	-69.1390
Maine	Washington County	44.9670	-67.6094
Maine	York County	43.4260	-70.6684
Maryland	Allegany County	39.6123	-78.7031
Maryland	Anne Arundel County	38.9916	-76.5609
Maryland	Baltimore County	39.4432	-76.6166
Maryland	Baltimore city	39.3000	-76.6105
Maryland	Calvert County	38.5227	-76.5298
Maryland	Caroline County	38.8715	-75.8317
Maryland	Carroll County	39.5633	-77.0153
Maryland	Cecil County	39.5624	-75.9416
Maryland	Charles County	38.4729	-77.0154
Maryland	Dorchester County	38.4292	-76.0474
Maryland	Frederick County	39.4702	-77.3976
Maryland	Garrett County	39.5473	-79.2746
Maryland	Harford County	39.5374	-76.2998
Maryland	Howard County	39.2523	-76.9244
Maryland	Kent County	39.2413	-76.1260
Maryland	Montgomery County	39.1374	-77.2031
Maryland	Prince George's County	38.8293	-76.8482
Maryland	Queen Anne's County	39.0407	-76.0824
Maryland	Somerset County	38.0745	-75.8533
Maryland	St. Mary's County	38.2231	-76.5345
Maryland	Talbot County	38.7483	-76.1785
Maryland	Washington County	39.6036	-77.8147
Maryland	Wicomico County	38.3674	-75.6321
Maryland	Worcester County	38.2221	-75.3099
Massachusetts	Barnstable County	41.7061	-70.1648
Massachusetts	Berkshire County	42.3715	-73.2179
Massachusetts	Bristol County	41.7486	-71.0889
Massachusetts	Dukes County	41.3810	-70.7015
Massachusetts	Essex County	42.6427	-70.8649
Massachusetts	Franklin County	42.5845	-72.5918
Massachusetts	Hampden County	42.1362	-72.6356
Massachusetts	Hampshire County	42.3395	-72.6637
Massachusetts	Middlesex County	42.4817	-71.3949
Massachusetts	Nantucket County	41.2934	-70.1022
Massachusetts	Norfolk County	42.1717	-71.1811
Massachusetts	Plymouth County	41.9872	-70.7419
Massachusetts	Suffolk County	42.3386	-71.0183
Massachusetts	Worcester County	42.3117	-71.9403
Michigan	Alcona County	44.6575	-83.2946
Michigan	Alger County	46.5217	-86.6571
Michigan	Allegan County	42.4213	-86.2614
Michigan	Alpena County	44.8950	-83.4266
Michigan	Antrim County	45.0055	-85.1756
Michigan	Arenac County	44.0368	-83.7407
Michigan	Baraga County	46.6959	-88.3618
Michigan	Barry County	42.5828	-85.3146
Michigan	Bay County	43.6997	-83.9787
Michigan	Benzie County	44.6368	-86.2320
Michigan	Berrien County	41.7914	-86.7425
Michigan	Branch County	41.9185	-85.0669
Michigan	Calhoun County	42.2430	-85.0124
Michigan	Cass County	41.9172	-86.0001
Michigan	Charlevoix County	45.6186	-85.5437
Michigan	Cheboygan County	45.4760	-84.4954
Michigan	Chippewa County	46.3218	-84.5206
Michigan	Clare County	43.9911	-84.8383
Michigan	Clinton County	42.9505	-84.5917
Michigan	Crawford County	44.6802	-84.6113
Michigan	Delta County	45.8052	-86.9019
Michigan	Dickinson County	46.0128	-87.8661
Michigan	Eaton County	42.5895	-84.8464
Michigan	Emmet County	45.5901	-84.9868
Michigan	Genesee County	43.0211	-83.7064
Michigan	Gladwin County	43.9898	-84.3898
Michigan	Gogebic County	46.4881	-89.7883
Michigan	Grand Traverse County	44.7187	-85.5538
Michigan	Gratiot County	43.2923	-84.6047
Michigan	Hillsdale County	41.9275	-84.6375
Michigan	Houghton County	46.9984	-88.6519
Michigan	Huron County	43.9076	-82.8570
Michigan	Ingham County	42.6035	-84.3738
Michigan	Ionia County	42.9447	-85.0738
Michigan	Iosco County	44.3869	-83.3801
Michigan	Iron County	46.1703	-88.5405
Michigan	Isabella County	43.6452	-84.8394
Michigan	Jackson County	42.2485	-84.4209
Michigan	Kalamazoo County	42.2463	-85.5329
Michigan	Kalkaska County	44.6789	-85.0890
Michigan	Kent County	43.0325	-85.5474
Michigan	Keweenaw County	47.3673	-88.3513
Michigan	Lake County	43.9952	-85.8114
Michigan	Lapeer County	43.0886	-83.2243
Michigan	Leelanau County	45.1462	-86.0516
Michigan	Lenawee County	41.8960	-84.0744
Michigan	Livingston County	42.6025	-83.9117
Michigan	Luce County	46.5110	-85.5176
Michigan	Mackinac County	46.1679	-85.3038
Michigan	Macomb County	42.6716	-82.9115
Michigan	Manistee County	44.2453	-86.3275
Michigan	Marquette County	46.6566	-87.5840
Michigan	Mason County	43.9572	-86.4429
Michigan	Mecosta County	43.6353	-85.3328
Michigan	Menominee County	45.5356	-87.5015
Michigan	Midland County	43.6482	-84.3794
