genus\tspecies\tstate\tcounty\tlat\lon
Acer	saccharum	Alabama	Autauga County	-86.6464	32.5322
Acer	saccharum	Alabama	Baldwin County	-87.7461	30.6592
Acer	saccharum	Alabama	Barbour County	-85.4051	31.8703
Acer	saccharum	Alabama	Bibb County	-87.1271	33.0159
Acer	saccharum	Alabama	Blount County	-86.5664	33.9774
Acer	saccharum	Alabama	Bullock County	-85.7173	32.1018
Acer	saccharum	Alabama	Butler County	-86.6820	31.7517
Acer	saccharum	Alabama	Calhoun County	-85.8279	33.7705
Acer	saccharum	Alabama	Chambers County	-85.3940	32.9155
Acer	saccharum	Alabama	Cherokee County	-85.6542	34.0695
Acer	saccharum	Alabama	Chilton County	-86.7266	32.8541
Acer	saccharum	Alabama	Choctaw County	-88.2489	31.9910
Acer	saccharum	Alabama	Clarke County	-87.8186	31.6855
Acer	saccharum	Alabama	Clay County	-85.8635	33.2704
Acer	saccharum	Alabama	Cleburne County	-85.5161	33.6720
Acer	saccharum	Alabama	Coffee County	-85.9896	31.4023
Acer	saccharum	Alabama	Colbert County	-87.8015	34.7031
Acer	saccharum	Alabama	Conecuh County	-86.9887	31.4309
Acer	saccharum	Alabama	Coosa County	-86.2435	32.9314
Acer	saccharum	Alabama	Covington County	-86.4487	31.2440
Acer	saccharum	Alabama	Crenshaw County	-86.3200	31.7303
Acer	saccharum	Alabama	Cullman County	-86.8693	34.1319
Acer	saccharum	Alabama	Dale County	-85.6095	31.4307
Acer	saccharum	Alabama	Dallas County	-87.1144	32.3335
Acer	saccharum	Alabama	DeKalb County	-85.8040	34.4609
Acer	saccharum	Alabama	Elmore County	-86.1427	32.5972
Acer	saccharum	Alabama	Escambia County	-87.1684	31.1223
Acer	saccharum	Alabama	Etowah County	-86.0343	34.0476
Acer	saccharum	Alabama	Fayette County	-87.7643	33.7162
Acer	saccharum	Alabama	Franklin County	-87.8428	34.4420
Acer	saccharum	Alabama	Geneva County	-85.8210	31.0924
Acer	saccharum	Alabama	Greene County	-87.9642	32.8445
Acer	saccharum	Alabama	Hale County	-87.6231	32.7528
Acer	saccharum	Alabama	Henry County	-85.2400	31.5170
Acer	saccharum	Alabama	Houston County	-85.2964	31.1582
Acer	saccharum	Alabama	Jackson County	-85.9801	34.7641
Acer	saccharum	Alabama	Jefferson County	-86.8965	33.5534
Acer	saccharum	Alabama	Lamar County	-88.0874	33.7871
Acer	saccharum	Alabama	Lauderdale County	-87.6511	34.9042
Acer	saccharum	Alabama	Lawrence County	-87.3219	34.5298
Acer	saccharum	Alabama	Lee County	-85.3530	32.6041
Acer	saccharum	Alabama	Limestone County	-86.9814	34.8102
Acer	saccharum	Alabama	Lowndes County	-86.6506	32.1479
Acer	saccharum	Alabama	Macon County	-85.6929	32.3870
Acer	saccharum	Alabama	Madison County	-86.5511	34.7642
Acer	saccharum	Alabama	Marengo County	-87.7911	32.2476
Acer	saccharum	Alabama	Marion County	-87.8816	34.1382
Acer	saccharum	Alabama	Marshall County	-86.3217	34.3096
Acer	saccharum	Alabama	Mobile County	-88.1966	30.6846
Acer	saccharum	Alabama	Monroe County	-87.3833	31.5803
Acer	saccharum	Alabama	Montgomery County	-86.2045	32.2029
Acer	saccharum	Alabama	Morgan County	-86.8464	34.4545
Acer	saccharum	Alabama	Perry County	-87.2938	32.6390
Acer	saccharum	Alabama	Pickens County	-88.0969	33.2968
Acer	saccharum	Alabama	Pike County	-85.9416	31.7987
Acer	saccharum	Alabama	Randolph County	-85.4641	33.2965
Acer	saccharum	Alabama	Russell County	-85.1870	32.2898
Acer	saccharum	Alabama	Shelby County	-86.6610	33.2669
Acer	saccharum	Alabama	St. Clair County	-86.3113	33.7195
Acer	saccharum	Alabama	Sumter County	-88.2001	32.5975
Acer	saccharum	Alabama	Talladega County	-86.1759	33.3693
Acer	saccharum	Alabama	Tallapoosa County	-85.7996	32.8633
Acer	saccharum	Alabama	Tuscaloosa County	-87.5228	33.2902
Acer	saccharum	Alabama	Walker County	-87.3011	33.7916
Acer	saccharum	Alabama	Washington County	-88.2124	31.4085
Acer	saccharum	Alabama	Wilcox County	-87.3049	31.9901
Acer	saccharum	Alabama	Winston County	-87.3653	34.1546
